name,type,value,date
Austria,confirmed,0.0,2020-02-15
Austria,confirmed,0.0,2020-02-16
Austria,confirmed,0.0,2020-02-17
Austria,confirmed,0.0,2020-02-18
Austria,confirmed,0.0,2020-02-19
Austria,confirmed,0.0,2020-02-20
Austria,confirmed,0.0,2020-02-21
Austria,confirmed,0.0,2020-02-22
Austria,confirmed,0.0,2020-02-23
Austria,confirmed,0.0,2020-02-24
Austria,confirmed,2.0,2020-02-25
Austria,confirmed,2.0,2020-02-26
Bahrain,confirmed,0.0,2020-01-22
Bahrain,confirmed,0.0,2020-01-23
Bahrain,confirmed,0.0,2020-01-24
Bahrain,confirmed,0.0,2020-01-25
Bahrain,confirmed,0.0,2020-01-26
Bahrain,confirmed,0.0,2020-01-27
Bahrain,confirmed,0.0,2020-01-28
Bahrain,confirmed,0.0,2020-01-29
Bahrain,confirmed,0.0,2020-01-30
Bahrain,confirmed,0.0,2020-01-31
Bahrain,confirmed,0.0,2020-02-01
Bahrain,confirmed,0.0,2020-02-02
Bahrain,confirmed,0.0,2020-02-03
Bahrain,confirmed,0.0,2020-02-04
Bahrain,confirmed,0.0,2020-02-05
Bahrain,confirmed,0.0,2020-02-06
Bahrain,confirmed,0.0,2020-02-07
Bahrain,confirmed,0.0,2020-02-08
Bahrain,confirmed,0.0,2020-02-09
Bahrain,confirmed,0.0,2020-02-10
Bahrain,confirmed,0.0,2020-02-11
Bahrain,confirmed,0.0,2020-02-12
Bahrain,confirmed,0.0,2020-02-13
Bahrain,confirmed,0.0,2020-02-14
Bahrain,confirmed,0.0,2020-02-15
Bahrain,confirmed,0.0,2020-02-16
Bahrain,confirmed,0.0,2020-02-17
Bahrain,confirmed,0.0,2020-02-18
Bahrain,confirmed,0.0,2020-02-19
Bahrain,confirmed,0.0,2020-02-20
Bahrain,confirmed,0.0,2020-02-21
Bahrain,confirmed,0.0,2020-02-22
Bahrain,confirmed,0.0,2020-02-23
Bahrain,confirmed,1.0,2020-02-24
Bahrain,confirmed,23.0,2020-02-25
Bahrain,confirmed,33.0,2020-02-26
Belgium,confirmed,0.0,2020-01-22
Belgium,confirmed,0.0,2020-01-23
Belgium,confirmed,0.0,2020-01-24
Belgium,confirmed,0.0,2020-01-25
Belgium,confirmed,0.0,2020-01-26
Belgium,confirmed,0.0,2020-01-27
Belgium,confirmed,0.0,2020-01-28
Belgium,confirmed,0.0,2020-01-29
Belgium,confirmed,0.0,2020-01-30
Belgium,confirmed,0.0,2020-01-31
Belgium,confirmed,0.0,2020-02-01
Belgium,confirmed,0.0,2020-02-02
Belgium,confirmed,0.0,2020-02-03
Belgium,confirmed,1.0,2020-02-04
Belgium,confirmed,1.0,2020-02-05
Belgium,confirmed,1.0,2020-02-06
Belgium,confirmed,1.0,2020-02-07
Belgium,confirmed,1.0,2020-02-08
Belgium,confirmed,1.0,2020-02-09
Belgium,confirmed,1.0,2020-02-10
Belgium,confirmed,1.0,2020-02-11
Belgium,confirmed,1.0,2020-02-12
Belgium,confirmed,1.0,2020-02-13
Belgium,confirmed,1.0,2020-02-14
Belgium,confirmed,1.0,2020-02-15
Belgium,confirmed,1.0,2020-02-16
Belgium,confirmed,2.0,2020-02-17
Belgium,confirmed,2.0,2020-02-18
Belgium,confirmed,2.0,2020-02-19
Belgium,confirmed,2.0,2020-02-20
Belgium,confirmed,2.0,2020-02-21
Belgium,confirmed,2.0,2020-02-22
Belgium,confirmed,2.0,2020-02-23
Belgium,confirmed,2.0,2020-02-24
Belgium,confirmed,2.0,2020-02-25
Belgium,confirmed,2.0,2020-02-26
Brazil,confirmed,0.0,2020-01-22
Brazil,confirmed,0.0,2020-01-23
Brazil,confirmed,0.0,2020-01-24
Brazil,confirmed,0.0,2020-01-25
Brazil,confirmed,0.0,2020-01-26
Brazil,confirmed,0.0,2020-01-27
Brazil,confirmed,0.0,2020-01-28
Brazil,confirmed,0.0,2020-01-29
Brazil,confirmed,0.0,2020-01-30
Brazil,confirmed,0.0,2020-01-31
Brazil,confirmed,0.0,2020-02-01
Brazil,confirmed,0.0,2020-02-02
Brazil,confirmed,0.0,2020-02-03
Brazil,confirmed,0.0,2020-02-04
Brazil,confirmed,0.0,2020-02-05
Brazil,confirmed,0.0,2020-02-06
Brazil,confirmed,0.0,2020-02-07
Brazil,confirmed,0.0,2020-02-08
Brazil,confirmed,0.0,2020-02-09
Brazil,confirmed,0.0,2020-02-10
Brazil,confirmed,0.0,2020-02-11
Brazil,confirmed,0.0,2020-02-12
Brazil,confirmed,0.0,2020-02-13
Brazil,confirmed,0.0,2020-02-14
Brazil,confirmed,0.0,2020-02-15
Brazil,confirmed,0.0,2020-02-16
Brazil,confirmed,0.0,2020-02-17
Brazil,confirmed,0.0,2020-02-18
Brazil,confirmed,0.0,2020-02-19
Brazil,confirmed,0.0,2020-02-20
Brazil,confirmed,0.0,2020-02-21
Brazil,confirmed,0.0,2020-02-22
Brazil,confirmed,0.0,2020-02-23
Brazil,confirmed,0.0,2020-02-24
Brazil,confirmed,0.0,2020-02-25
Brazil,confirmed,1.0,2020-02-26
Cambodia,confirmed,0.0,2020-01-22
Cambodia,confirmed,0.0,2020-01-23
Cambodia,confirmed,0.0,2020-01-24
Cambodia,confirmed,0.0,2020-01-25
Cambodia,confirmed,0.0,2020-01-26
Cambodia,confirmed,1.0,2020-01-27
Cambodia,confirmed,1.0,2020-01-28
Cambodia,confirmed,1.0,2020-01-29
Cambodia,confirmed,1.0,2020-01-30
Cambodia,confirmed,1.0,2020-01-31
Cambodia,confirmed,1.0,2020-02-01
Cambodia,confirmed,1.0,2020-02-02
Cambodia,confirmed,1.0,2020-02-03
Cambodia,confirmed,1.0,2020-02-04
Cambodia,confirmed,1.0,2020-02-05
Cambodia,confirmed,1.0,2020-02-06
Cambodia,confirmed,1.0,2020-02-07
Cambodia,confirmed,1.0,2020-02-08
Cambodia,confirmed,1.0,2020-02-09
Cambodia,confirmed,1.0,2020-02-10
Cambodia,confirmed,1.0,2020-02-11
Cambodia,confirmed,2.0,2020-02-12
Cambodia,confirmed,2.0,2020-02-13
Cambodia,confirmed,2.0,2020-02-14
Cambodia,confirmed,2.0,2020-02-15
Cambodia,confirmed,2.0,2020-02-16
Cambodia,confirmed,2.0,2020-02-17
Cambodia,confirmed,2.0,2020-02-18
Cambodia,confirmed,2.0,2020-02-19
Cambodia,confirmed,2.0,2020-02-20
Cambodia,confirmed,2.0,2020-02-21
Cambodia,confirmed,2.0,2020-02-22
Cambodia,confirmed,2.0,2020-02-23
Cambodia,confirmed,2.0,2020-02-24
Cambodia,confirmed,2.0,2020-02-25
Cambodia,confirmed,2.0,2020-02-26
Canada,confirmed,0.0,2020-01-22
Canada,confirmed,0.0,2020-01-23
Canada,confirmed,0.0,2020-01-24
Canada,confirmed,0.0,2020-01-25
Canada,confirmed,1.0,2020-01-26
Canada,confirmed,1.0,2020-01-27
Canada,confirmed,2.0,2020-01-28
Canada,confirmed,2.0,2020-01-29
Canada,confirmed,2.0,2020-01-30
Canada,confirmed,4.0,2020-01-31
Canada,confirmed,4.0,2020-02-01
Canada,confirmed,4.0,2020-02-02
Canada,confirmed,4.0,2020-02-03
Canada,confirmed,4.0,2020-02-04
Canada,confirmed,5.0,2020-02-05
Canada,confirmed,5.0,2020-02-06
Canada,confirmed,7.0,2020-02-07
Canada,confirmed,7.0,2020-02-08
Canada,confirmed,7.0,2020-02-09
Canada,confirmed,7.0,2020-02-10
Canada,confirmed,7.0,2020-02-11
Canada,confirmed,8.0,2020-02-12
Canada,confirmed,8.0,2020-02-13
Canada,confirmed,8.0,2020-02-14
Canada,confirmed,8.0,2020-02-15
Canada,confirmed,8.0,2020-02-16
Canada,confirmed,9.0,2020-02-17
Canada,confirmed,9.0,2020-02-18
Canada,confirmed,9.0,2020-02-19
Canada,confirmed,9.0,2020-02-20
Canada,confirmed,12.0,2020-02-21
Canada,confirmed,12.0,2020-02-22
Canada,confirmed,12.0,2020-02-23
Canada,confirmed,13.0,2020-02-24
Canada,confirmed,14.0,2020-02-25
Canada,confirmed,14.0,2020-02-26
Croatia,confirmed,0.0,2020-01-22
Croatia,confirmed,0.0,2020-01-23
Croatia,confirmed,0.0,2020-01-24
Croatia,confirmed,0.0,2020-01-25
Croatia,confirmed,0.0,2020-01-26
Croatia,confirmed,0.0,2020-01-27
Croatia,confirmed,0.0,2020-01-28
Croatia,confirmed,0.0,2020-01-29
Croatia,confirmed,0.0,2020-01-30
Croatia,confirmed,0.0,2020-01-31
Croatia,confirmed,0.0,2020-02-01
Croatia,confirmed,0.0,2020-02-02
Croatia,confirmed,0.0,2020-02-03
Croatia,confirmed,0.0,2020-02-04
Croatia,confirmed,0.0,2020-02-05
Croatia,confirmed,0.0,2020-02-06
Croatia,confirmed,0.0,2020-02-07
Croatia,confirmed,0.0,2020-02-08
Croatia,confirmed,0.0,2020-02-09
Croatia,confirmed,0.0,2020-02-10
Croatia,confirmed,0.0,2020-02-11
Croatia,confirmed,0.0,2020-02-12
Croatia,confirmed,0.0,2020-02-13
Croatia,confirmed,0.0,2020-02-14
Croatia,confirmed,0.0,2020-02-15
Croatia,confirmed,0.0,2020-02-16
Croatia,confirmed,0.0,2020-02-17
Croatia,confirmed,0.0,2020-02-18
Croatia,confirmed,0.0,2020-02-19
Croatia,confirmed,0.0,2020-02-20
Croatia,confirmed,0.0,2020-02-21
Croatia,confirmed,0.0,2020-02-22
Croatia,confirmed,0.0,2020-02-23
Croatia,confirmed,0.0,2020-02-24
Croatia,confirmed,1.0,2020-02-25
Croatia,confirmed,3.0,2020-02-26
Egypt,confirmed,0.0,2020-01-22
Egypt,confirmed,0.0,2020-01-23
Egypt,confirmed,0.0,2020-01-24
Egypt,confirmed,0.0,2020-01-25
Egypt,confirmed,0.0,2020-01-26
Egypt,confirmed,0.0,2020-01-27
Egypt,confirmed,0.0,2020-01-28
Egypt,confirmed,0.0,2020-01-29
Egypt,confirmed,0.0,2020-01-30
Egypt,confirmed,0.0,2020-01-31
Egypt,confirmed,0.0,2020-02-01
Egypt,confirmed,0.0,2020-02-02
Egypt,confirmed,0.0,2020-02-03
Egypt,confirmed,0.0,2020-02-04
Egypt,confirmed,0.0,2020-02-05
Egypt,confirmed,0.0,2020-02-06
Egypt,confirmed,0.0,2020-02-07
Egypt,confirmed,0.0,2020-02-08
Egypt,confirmed,0.0,2020-02-09
Egypt,confirmed,0.0,2020-02-10
Egypt,confirmed,0.0,2020-02-11
Egypt,confirmed,0.0,2020-02-12
Egypt,confirmed,0.0,2020-02-13
Egypt,confirmed,1.0,2020-02-14
Egypt,confirmed,1.0,2020-02-15
Egypt,confirmed,1.0,2020-02-16
Egypt,confirmed,1.0,2020-02-17
Egypt,confirmed,1.0,2020-02-18
Egypt,confirmed,1.0,2020-02-19
Egypt,confirmed,1.0,2020-02-20
Egypt,confirmed,1.0,2020-02-21
Egypt,confirmed,1.0,2020-02-22
Egypt,confirmed,1.0,2020-02-23
Egypt,confirmed,1.0,2020-02-24
Egypt,confirmed,1.0,2020-02-25
Egypt,confirmed,1.0,2020-02-26
Finland,confirmed,0.0,2020-01-22
Finland,confirmed,0.0,2020-01-23
Finland,confirmed,0.0,2020-01-24
Finland,confirmed,0.0,2020-01-25
Finland,confirmed,0.0,2020-01-26
Finland,confirmed,0.0,2020-01-27
Finland,confirmed,0.0,2020-01-28
Finland,confirmed,1.0,2020-01-29
Finland,confirmed,1.0,2020-01-30
Finland,confirmed,1.0,2020-01-31
Finland,confirmed,1.0,2020-02-01
Finland,confirmed,1.0,2020-02-02
Finland,confirmed,1.0,2020-02-03
Finland,confirmed,1.0,2020-02-04
Finland,confirmed,1.0,2020-02-05
Finland,confirmed,1.0,2020-02-06
Finland,confirmed,1.0,2020-02-07
Finland,confirmed,1.0,2020-02-08
Finland,confirmed,1.0,2020-02-09
Finland,confirmed,1.0,2020-02-10
Finland,confirmed,1.0,2020-02-11
Finland,confirmed,2.0,2020-02-12
Finland,confirmed,2.0,2020-02-13
Finland,confirmed,2.0,2020-02-14
Finland,confirmed,2.0,2020-02-15
Finland,confirmed,2.0,2020-02-16
Finland,confirmed,2.0,2020-02-17
Finland,confirmed,2.0,2020-02-18
Finland,confirmed,2.0,2020-02-19
Finland,confirmed,2.0,2020-02-20
Finland,confirmed,2.0,2020-02-21
Finland,confirmed,2.0,2020-02-22
Finland,confirmed,2.0,2020-02-23
Finland,confirmed,2.0,2020-02-24
Finland,confirmed,2.0,2020-02-25
Finland,confirmed,3.0,2020-02-26
France,confirmed,0.0,2020-01-22
France,confirmed,0.0,2020-01-23
France,confirmed,2.0,2020-01-24
France,confirmed,3.0,2020-01-25
France,confirmed,3.0,2020-01-26
France,confirmed,3.0,2020-01-27
France,confirmed,4.0,2020-01-28
France,confirmed,5.0,2020-01-29
France,confirmed,5.0,2020-01-30
France,confirmed,5.0,2020-01-31
France,confirmed,6.0,2020-02-01
France,confirmed,6.0,2020-02-02
France,confirmed,6.0,2020-02-03
France,confirmed,6.0,2020-02-04
France,confirmed,6.0,2020-02-05
France,confirmed,6.0,2020-02-06
France,confirmed,6.0,2020-02-07
France,confirmed,11.0,2020-02-08
France,confirmed,11.0,2020-02-09
France,confirmed,11.0,2020-02-10
France,confirmed,11.0,2020-02-11
France,confirmed,13.0,2020-02-12
France,confirmed,13.0,2020-02-13
France,confirmed,13.0,2020-02-14
France,confirmed,17.0,2020-02-15
France,confirmed,17.0,2020-02-16
France,confirmed,17.0,2020-02-17
France,confirmed,17.0,2020-02-18
France,confirmed,17.0,2020-02-19
France,confirmed,17.0,2020-02-20
France,confirmed,17.0,2020-02-21
France,confirmed,17.0,2020-02-22
France,confirmed,17.0,2020-02-23
France,confirmed,17.0,2020-02-24
France,confirmed,26.0,2020-02-25
France,confirmed,31.0,2020-02-26
Georgia,confirmed,0.0,2020-01-22
Georgia,confirmed,0.0,2020-01-23
Georgia,confirmed,0.0,2020-01-24
Georgia,confirmed,0.0,2020-01-25
Georgia,confirmed,0.0,2020-01-26
Georgia,confirmed,0.0,2020-01-27
Georgia,confirmed,0.0,2020-01-28
Georgia,confirmed,0.0,2020-01-29
Georgia,confirmed,0.0,2020-01-30
Georgia,confirmed,0.0,2020-01-31
Georgia,confirmed,0.0,2020-02-01
Georgia,confirmed,0.0,2020-02-02
Georgia,confirmed,0.0,2020-02-03
Georgia,confirmed,0.0,2020-02-04
Georgia,confirmed,0.0,2020-02-05
Georgia,confirmed,0.0,2020-02-06
Georgia,confirmed,0.0,2020-02-07
Georgia,confirmed,0.0,2020-02-08
Georgia,confirmed,0.0,2020-02-09
Georgia,confirmed,0.0,2020-02-10
Georgia,confirmed,0.0,2020-02-11
Georgia,confirmed,0.0,2020-02-12
Georgia,confirmed,0.0,2020-02-13
Georgia,confirmed,0.0,2020-02-14
Georgia,confirmed,0.0,2020-02-15
Georgia,confirmed,0.0,2020-02-16
Georgia,confirmed,0.0,2020-02-17
Georgia,confirmed,0.0,2020-02-18
Georgia,confirmed,0.0,2020-02-19
Georgia,confirmed,0.0,2020-02-20
Georgia,confirmed,0.0,2020-02-21
Georgia,confirmed,0.0,2020-02-22
Georgia,confirmed,0.0,2020-02-23
Georgia,confirmed,0.0,2020-02-24
Georgia,confirmed,0.0,2020-02-25
Georgia,confirmed,1.0,2020-02-26
Germany,confirmed,0.0,2020-01-22
Germany,confirmed,0.0,2020-01-23
Germany,confirmed,0.0,2020-01-24
Germany,confirmed,0.0,2020-01-25
Germany,confirmed,0.0,2020-01-26
Germany,confirmed,1.0,2020-01-27
Germany,confirmed,4.0,2020-01-28
Germany,confirmed,4.0,2020-01-29
Germany,confirmed,4.0,2020-01-30
Germany,confirmed,5.0,2020-01-31
Germany,confirmed,8.0,2020-02-01
Germany,confirmed,10.0,2020-02-02
Germany,confirmed,12.0,2020-02-03
Germany,confirmed,12.0,2020-02-04
Germany,confirmed,12.0,2020-02-05
Germany,confirmed,12.0,2020-02-06
Germany,confirmed,13.0,2020-02-07
Germany,confirmed,13.0,2020-02-08
Germany,confirmed,14.0,2020-02-09
Germany,confirmed,14.0,2020-02-10
Germany,confirmed,16.0,2020-02-11
Germany,confirmed,16.0,2020-02-12
Germany,confirmed,17.0,2020-02-13
Germany,confirmed,17.0,2020-02-14
Germany,confirmed,17.0,2020-02-15
Germany,confirmed,17.0,2020-02-16
Germany,confirmed,17.0,2020-02-17
Germany,confirmed,28.0,2020-02-18
Germany,confirmed,28.0,2020-02-19
Germany,confirmed,28.0,2020-02-20
Germany,confirmed,30.0,2020-02-21
Germany,confirmed,30.0,2020-02-22
Germany,confirmed,30.0,2020-02-23
Germany,confirmed,30.0,2020-02-24
Germany,confirmed,31.0,2020-02-25
Germany,confirmed,42.0,2020-02-26
Greece,confirmed,0.0,2020-01-22
Greece,confirmed,0.0,2020-01-23
Greece,confirmed,0.0,2020-01-24
Greece,confirmed,0.0,2020-01-25
Greece,confirmed,0.0,2020-01-26
Greece,confirmed,0.0,2020-01-27
Greece,confirmed,0.0,2020-01-28
Greece,confirmed,0.0,2020-01-29
Greece,confirmed,0.0,2020-01-30
Greece,confirmed,0.0,2020-01-31
Greece,confirmed,0.0,2020-02-01
Greece,confirmed,0.0,2020-02-02
Greece,confirmed,0.0,2020-02-03
Greece,confirmed,0.0,2020-02-04
Greece,confirmed,0.0,2020-02-05
Greece,confirmed,0.0,2020-02-06
Greece,confirmed,0.0,2020-02-07
Greece,confirmed,0.0,2020-02-08
Greece,confirmed,0.0,2020-02-09
Greece,confirmed,0.0,2020-02-10
Greece,confirmed,0.0,2020-02-11
Greece,confirmed,0.0,2020-02-12
Greece,confirmed,0.0,2020-02-13
Greece,confirmed,0.0,2020-02-14
Greece,confirmed,0.0,2020-02-15
Greece,confirmed,0.0,2020-02-16
Greece,confirmed,0.0,2020-02-17
Greece,confirmed,0.0,2020-02-18
Greece,confirmed,0.0,2020-02-19
Greece,confirmed,0.0,2020-02-20
Greece,confirmed,0.0,2020-02-21
Greece,confirmed,0.0,2020-02-22
Greece,confirmed,0.0,2020-02-23
Greece,confirmed,0.0,2020-02-24
Greece,confirmed,0.0,2020-02-25
Greece,confirmed,1.0,2020-02-26
India,confirmed,0.0,2020-01-22
India,confirmed,0.0,2020-01-23
India,confirmed,0.0,2020-01-24
India,confirmed,0.0,2020-01-25
India,confirmed,0.0,2020-01-26
India,confirmed,0.0,2020-01-27
India,confirmed,0.0,2020-01-28
India,confirmed,0.0,2020-01-29
India,confirmed,1.0,2020-01-30
India,confirmed,1.0,2020-01-31
India,confirmed,1.0,2020-02-01
India,confirmed,2.0,2020-02-02
India,confirmed,3.0,2020-02-03
India,confirmed,3.0,2020-02-04
India,confirmed,3.0,2020-02-05
India,confirmed,3.0,2020-02-06
India,confirmed,3.0,2020-02-07
India,confirmed,3.0,2020-02-08
India,confirmed,3.0,2020-02-09
India,confirmed,3.0,2020-02-10
India,confirmed,3.0,2020-02-11
India,confirmed,3.0,2020-02-12
India,confirmed,3.0,2020-02-13
India,confirmed,3.0,2020-02-14
India,confirmed,3.0,2020-02-15
India,confirmed,6.0,2020-02-16
India,confirmed,6.0,2020-02-17
India,confirmed,6.0,2020-02-18
India,confirmed,6.0,2020-02-19
India,confirmed,6.0,2020-02-20
India,confirmed,6.0,2020-02-21
India,confirmed,6.0,2020-02-22
India,confirmed,6.0,2020-02-23
India,confirmed,6.0,2020-02-24
India,confirmed,6.0,2020-02-25
India,confirmed,6.0,2020-02-26
Iran,confirmed,0.0,2020-01-22
Iran,confirmed,0.0,2020-01-23
Iran,confirmed,0.0,2020-01-24
Iran,confirmed,0.0,2020-01-25
Iran,confirmed,0.0,2020-01-26
Iran,confirmed,0.0,2020-01-27
Iran,confirmed,0.0,2020-01-28
Iran,confirmed,0.0,2020-01-29
Iran,confirmed,0.0,2020-01-30
Iran,confirmed,0.0,2020-01-31
Iran,confirmed,0.0,2020-02-01
Iran,confirmed,0.0,2020-02-02
Iran,confirmed,0.0,2020-02-03
Iran,confirmed,0.0,2020-02-04
Iran,confirmed,0.0,2020-02-05
Iran,confirmed,0.0,2020-02-06
Iran,confirmed,0.0,2020-02-07
Iran,confirmed,0.0,2020-02-08
Iran,confirmed,0.0,2020-02-09
Iran,confirmed,0.0,2020-02-10
Iran,confirmed,0.0,2020-02-11
Iran,confirmed,0.0,2020-02-12
Iran,confirmed,0.0,2020-02-13
Iran,confirmed,0.0,2020-02-14
Iran,confirmed,0.0,2020-02-15
Iran,confirmed,0.0,2020-02-16
Iran,confirmed,0.0,2020-02-17
Iran,confirmed,0.0,2020-02-18
Iran,confirmed,4.0,2020-02-19
Iran,confirmed,7.0,2020-02-20
Iran,confirmed,22.0,2020-02-21
Iran,confirmed,33.0,2020-02-22
Iran,confirmed,51.0,2020-02-23
Iran,confirmed,73.0,2020-02-24
Iran,confirmed,111.0,2020-02-25
Iran,confirmed,207.0,2020-02-26
Iraq,confirmed,0.0,2020-01-22
Iraq,confirmed,0.0,2020-01-23
Iraq,confirmed,0.0,2020-01-24
Iraq,confirmed,0.0,2020-01-25
Iraq,confirmed,0.0,2020-01-26
Iraq,confirmed,0.0,2020-01-27
Iraq,confirmed,0.0,2020-01-28
Iraq,confirmed,0.0,2020-01-29
Iraq,confirmed,0.0,2020-01-30
Iraq,confirmed,0.0,2020-01-31
Iraq,confirmed,0.0,2020-02-01
Iraq,confirmed,0.0,2020-02-02
Iraq,confirmed,0.0,2020-02-03
Iraq,confirmed,0.0,2020-02-04
Iraq,confirmed,0.0,2020-02-05
Iraq,confirmed,0.0,2020-02-06
Iraq,confirmed,0.0,2020-02-07
Iraq,confirmed,0.0,2020-02-08
Iraq,confirmed,0.0,2020-02-09
Iraq,confirmed,0.0,2020-02-10
Iraq,confirmed,0.0,2020-02-11
Iraq,confirmed,0.0,2020-02-12
Iraq,confirmed,0.0,2020-02-13
Iraq,confirmed,0.0,2020-02-14
Iraq,confirmed,0.0,2020-02-15
Iraq,confirmed,0.0,2020-02-16
Iraq,confirmed,0.0,2020-02-17
Iraq,confirmed,0.0,2020-02-18
Iraq,confirmed,0.0,2020-02-19
Iraq,confirmed,0.0,2020-02-20
Iraq,confirmed,0.0,2020-02-21
Iraq,confirmed,0.0,2020-02-22
Iraq,confirmed,0.0,2020-02-23
